Product,Unit_Price,Quantity,Total_Amount,Date
نيو فاشون سكراب 300 جرام,40,1,40,20260208
نيو فاشون سكراب 300 جرام,40,1,40,20260208
اماندا مرطب شفاه,30,1,30,20260208
ام ان قلم حواجب  مشط,20,1,20,20260208
ام ان قلم حواجب  مشط,20,1,20,20260207
ام ان قلم حواجب  مشط,20,1,20,20260207
اماندا مرطب شفاه,30,1,30,20260207
انيزيو غسول جل للوجه 200 مل,250,1,250,20260207
انيزيو شامبو ضد القشرة 250 مل,250,1,250,20260207
اليس شفرات وجه 3 ق علبة بيينك,43.5,2,87,20260207
قطعة حلق تكة استانليس,35,1,35,20260207
قطعة حلق تكة استانليس,35,1,35,20260207
سيلكا فرشاة فك تشابك,35,1,35,20260207
علبة دبوس طرحة مربعة صغيرة,5,1,5,20260207
برفان 60 مل,60,1,60,20260207
دوركو شفرات حريمي 5+1,15,3,45,20260207
شاور كاب ووتر بروف (كيس),10,6,60,20260207
تاتو الوان,20,1,20,20260207
كير لاين لاصقة انف (قطعة),15,2,30,20260207
ام ان ليب لاينر,10,1,10,20260207
ايفونا  جل مخمرية جليتر للجسم 100 جرام,55,1,55,20260207
جليسوليد لوشن للجسم 200 مل,52.5,1,52.5,20260207
ار كيو برفان 30 مل,90,1,90,20260207
هدى مسكرة شفافة بالهيالورنيك اسيد,50,1,50,20260207
اظافر يد (12) مجموعة (288) قطعة,40,1,40,20260207
فرشاة دمج ايشادو اشكال,8,4,32,20260207
مايبلين كحل اسود ماتيك,20,12,240,20260207
فرشاة بلاشر اشكال,10,4,40,20260207
كوكو صبغة شعر,72,7,504,20260207
مس ديمي ليب لاينر,10,13,130,20260207
اظافر يد اكليريك شفافة 100 قطعة,23,2,46,20260207
بلوب اكسجين 100 مل,9,8,72,20260207
تاتو سحري,19.5,11,214.5,20260207
مايت سينما باليت بلاشر 2 * 1,104,2,208,20260207
مخمرية روائح متنوعة,40,1,40,20260207
تناية رموش معدن بيد مقص,35,1,35,20260207
بوبانا غسول عرض 2*1 (150 مل + 50 مل),85,1,85,20260207
الو ايفا حمام كريم 250 جم,63,3,189,20260207
بايجن صبغة حواجب,70,2,140,20260207
افوفا شفرات حريمي (كيس اخضر) 4 + 1,60,1,60,20260207
فرشاة بلاشر بروفيشينال 1866,39,2,78,20260207
فلومار اكلادور 16 مل,25,1,25,20260207
بيوتي بلندر,15,1,15,20260207
بيبي روز كونسيلر  002,75,1,75,20260207
روج خشب ارت سكين 971078,35,1,35,20260207
روج جلوس شفايف لاست لوك 2005,45,1,45,20260207
بندولين كريم شعر اطفال ضد القشرة 150 مل,135,1,135,20260207
تاتو برونز,4,10,40,20260207
بوباي صن سكرين كريم 50 جرام,225,1,225,20260207
ستارفيل صابونة حبوب 90 جرام,35,2,70,20260207
صابونة لبان دكر,30,1,30,20260207
الوفيرا جل صبار 250 مل,25,1,25,20260207
الوفيرا جل صبار 250 مل,15,2,30,20260207
ايفا بدي سبلاش 240 مل,149,1,149,20260207
براية كحل,20,1,20,20260205
اليس جلافز,55,1,55,20260205
سيلفانا اكلادور,15,1,15,20260205
بندولين كريم اطفال للشعر الويفي 150 مل,96,1,96,20260205
بندولين كريم اطفال للشعر الدهني 150 مل,96,1,96,20260205
قطعة مولفيكس بانتس مقاس (3),5.379,58,311.98,20260205
قطعة مولفيكس بانتس مقاس (3),7.5,1,7.5,20260205
ذا بدي شوب سبلاش 100 مل اوريجينال,150,1,150,20260205
مونارك بلسم 1 لتر,70,1,70,20260205
فرشاة استشوار,35,1,35,20260205
تريشوب حمام كريم كيس 30 مل,15,1,15,20260205
املا زيت شعر 90 مل,65,1,65,20260205
ايفا كريم مرطب 20 جرام,15,1,15,20260205
يوكو ملح حليب 300 جرام,70,1,70,20260205
يوكو ملح حليب 300 جرام,70,1,70,20260205
نابلسي شاهين صابونة 85 جرام,10,1,10,20260205
اليس ليفة مغربية,45,1,45,20260205
مايت سينما هايلايتر سائل,85,1,85,20260204
اماندا مرطب شفاه,30,1,30,20260204
فلورمار روج خشب,35,1,35,20260204
انسيال استانليس,75,10,750,20260204
خاتم عقلة,20,1,20,20260204
برفان 60 مل,60,1,60,20260204
استيك مجموعات كبير اسود 6 ق,15,1,15,20260204
استك لولي 3*1,20,1,20,20260204
كولاجرا فونديشن متوسط 30 مل,365,1,365,20260204
جرانت مناديل مبللة للاطفال 72 منديل,25,1,25,20260204
نونو زيت للجسم 200 مل,110,1,110,20260204
توكة استك 5 على كارت + 5 استك,30,1,30,20260204
كلبس فيونكة لولي,25,1,25,20260204
فرشاة بلاشر لوكس,50,1,50,20260204
كوكو صبغة شعر,105,1,105,20260204
نيفيا سوفت كريم 100 مل,65,1,65,20260204
بليس ليف ان انبوبة للشعر الكيرلي 200 مل,75,1,75,20260204
فلومار كحل ابيض,25,1,25,20260204
فلومار كحل ابيض,25,1,25,20260204
مايت سينما ايلاينر شوكليت,85,1,85,20260204
اظافر يد (12) مجموعة (288) قطعة,70,1,70,20260204
فاشون استيك (توكة) ستان كبير,25,1,25,20260204
رومانتيك مات ليب فيلر,55,1,55,20260204
توكة وردة تريندي,25,1,25,20260204
انسيال جلد حية استانليس,75,1,75,20260204
كونسيلر سندرا 553,60,1,60,20260204
بيبي روز ايشادو 16 لون,125,1,125,20260204
روج سندرا سايل 518,45,1,45,20260204
روج سندرا سايل 518,45,2,90,20260204
كير اند مور كريم مرطب  75 مل,40,1,40,20260204
لونا صابون عرض 2*1 72 جرام,55,1,55,20260204
الصاروخ لاصق اظافر,10,1,10,20260204
ارجان زيت ORS,70,1,70,20260203
ستارفيل كريم لحب الشباب 60 جرام,85,1,85,20260203
حلق فص,25,1,25,20260203
فوطة ميكرو فايبر,60,1,60,20260203
تناية رموش معدن,30,1,30,20260203
ايفا غسول للوجه ومزيل للمكياج 150 مل,60,1,60,20260203
بريتي وومن مناديل ازالة مكياج,5,1,5,20260203
فرشاة ظهر خشب,75,1,75,20260203
بريانكا هير واكس استيك 20 مل,65,1,65,20260203
فلومار كحل ابيض,25,1,25,20260203
روبي روز مصحح حواجب 3 لون,45,1,45,20260203
ستارفيل مناديل مبللة لازالة المكياج 25 منديل,51,1,51,20260203
روز اظافر يد شريط 24 قطعة,2,10,20,20260203
Paper Craneاظافر يد الوان 24 قطعة,31,2,62,20260203
ماليندا غسول جل + كريم مرطب مخصص للبشرة الدهنية (عرض),310,1,310,20260203
دوف مزيل عرق رول اون 50 مل,77,3,231,20260203
افريكانا صابون مغربي  300 جرام,120,2,240,20260203
لوريال الفيف بديل الزيت 300 مل,122,1,122,20260203
لوريال الفيف شامبو دريم لونج 600 مل,151.5,1,151.5,20260203
لوريال الفيف شامبو هيالورينيك مرطب 400 مل,126.5,1,126.5,20260203
لوريال الفيف بلسم هيالورينيك مرطب 360 مل,145,1,145,20260203
لوريال الفيف بلسم دريم لونج 360 مل,138,1,138,20260203
بوبانا شامبو زيت جوز هند 400 مل + بلسم 100 مل,84,1,84,20260203
سجدة فرشاة اسنان خشب,85,1,85,20260203
سجدة فرشاة اسنان خشب,62,2,124,20260203
دوف مزيل عرق استيك 40 جرام,150,2,300,20260203
نيفيا مزيل عرق استيك 50 مل,270,1,270,20260203
دكتور راشيل سيرم برايمر يالذهب 100 مل,145,1,145,20260203
سوب اند جلوري جلافز 1 قطعة,55,2,110,20260203
سوب اند جلوري جلافز 1 قطعة,75,1,75,20260203
سوبر كيدز كريم شعر 200 مل,82,1,82,20260203
موروكان صابون مغربي 250 مل + ليفة مغربية,168,2,336,20260203
القرمز صبغة شعر,21,2,42,20260203
مجموعة دبوس مشبك,5,1,5,20260203
ايفا بدي سكراب 250 جرام,110,1,110,20260203
شيجلام صابونة حواجب,40,1,40,20260203
اليس ليفة مغربية,27,3,81,20260202
نودي بيوتي سكراب شفايف + تنت,12.5,12,150,20260202
العود الملكي مخمرية 40 جرام,35,1,35,20260202
انسام بخور جلاكسي 5 ساعات (عود واحد),11,3,33,20260202
كوكو واكس مناديل شمع,24,3,72,20260202
سيلكا فرشاة فك تشابك,35,2,70,20260202
دبوس حجاب سيراميك 3 على كارت,20,1,20,20260202
مبرد قدم خشب,19,1,19,20260202
تريو مزيل عرق رول اون,28.5,4,114,20260202
ذا بدي شوب سبلاش 100 مل اوريجينال,82.666,6,496,20260202
اظافر يد اطفال سيليكون,8,4,32,20260202
دوركو شفرات حريمي فيتنامي 3 شفره _ 3+1 قطعة,90,1,90,20260202
سيبال مسكرة ميجا لاش اوريجنال,220,1,220,20260202
سيبال مسكرة 3D اوريجنال,227,1,227,20260202
دير جل مرطب للوجه والرقبة 60 جرام,78,1,78,20260202
shiny فرشاة اسنان كبار,20,1,20,20260202
بونابيلا كريم تصفيف شعر200 جرام,77,1,77,20260202
سيرو بايب سيرم للشعر 120 مل,200,1,200,20260202
بريانكا صابونة لبان الدكر 150 جرام,26.48,1,26.48,20260202
دير جل مرطب للوجه والرقبة 200 جرام,160,1,160,20260202
فرشاة بلاشر MEIY ANI,23,1,23,20260202
فرشاة بلاشر لوكس,25,1,25,20260202
كوكو صبغة شعر,70,4,280,20260202
كيكو اكلادور 18 مل,14.5,5,72.5,20260202
كير لاين لاصقة انف (قطعة),15,2,30,20260202
روز بيري ايلاينر لون بني,52.5,2,105,20260202
الوفيرا جل صبار 250 مل,25,1,25,20260202
سيبال ليفل اب مسكرة  اوريجينال,190,1,190,20260202
مولبد حفاضات نسائية 18 ق,65,1,65,20260202
ستارفيل رول اون,88,1,88,20260202
بونيه ستان + توكة,35,4,140,20260202
مايت سينما بلاشر بودر,27,4,108,20260202
بنسة شعر Ball Tip,10,1,10,20260202
ستارفيل جل مرطب هيدراتنج 100 مل انبوبه,117.5,1,117.5,20260202
روج سحري اخضر,8,12,96,20260202
ليب بالم تاناكو كوري,14.25,12,171,20260202
ليب بالم تاناكو كوري,14.25,12,171,20260202
الصاروخ لاصق اظافر,5,11,55,20260202
بوبانا صابون مغربي 500 جرام,38,3,114,20260202
سيرو بايب هير ماسك 225 جرام,211,1,211,20260202
سيرو بايب شامبو 300 مل,180,1,180,20260202
بوبانا شيت ماسك كيس,20,6,120,20260202
بوبانا ملح حليب كيس,26,1,26,20260202
بوبانا ماسك طمي قناع برطمان  400 جرام,37,3,111,20260202
ديسار كريم تفتيح فيتامين سي 50 جرام,79,1,79,20260202
بونابيلا حمام كريم كيس,8.458,24,202.99,20260202
دهب ليفة كف,21,6,126,20260202
ربيع الحرمين مكعبات مسك,10,2,20,20260201
روج جلوس شفايف لاست لوك 2005,45,1,45,20260201
فلومار اكلادور 16 مل,25,1,25,20260201
افوفا شفرات حريمي (كيس اخضر) 4 + 1,60,1,60,20260201
فلامنجو شفرات,30,1,30,20260201
دودج ليف ان كريم 250 مل,55,1,55,20260201
ستارفيل صابونة حبوب 90 جرام,50,1,50,20260201
بندولين كريم اطفال للشعر الكيرلي 150 مل,160,1,160,20260201
سيفورا كحل,65,1,65,20260201
الوفيرا جل صبار 250 مل,25,1,25,20260201
مشط حراري,15,1,15,20260201
صابونة لبان دكر,30,1,30,20260201
كير لاين لاصقة انف (قطعة),15,1,15,20260201
فريش ليدي محلول عدسات كوري 120 مل + حافظة عدسات,40,1,40,20260201
كيكو اكلادور 18 مل,30,1,30,20260201
جونسون كريم سوفت ترطيب وجه + جسم 100 جرام,110,1,110,20260201
توكة منقار فراشة صغير,15,4,60,20260201
2 كلبس فيونكة + 4 قفاش صغير على كارت,25,1,25,20260201
قفاش مستطيل شفاف الوان,25,2,50,20260201
ذا بدي شوب سبلاش 100 مل اوريجينال,150,1,150,20260201
ميدالية مفتاح مضيئة,45,2,90,20260201
خاتم فضي اشكال استانليس,50,1,50,20260201
سيلكا فرشاة فك تشابك,35,1,35,20260201
لفايف للشعر الكيرلي,45,1,45,20260201
خاتم توينز استانليس,70,1,70,20260201
قطعة حلق تكة استانليس,35,2,70,20260201
اسبلاش ذهبي 250 مل,75,1,75,20260131
روز بيري ايلاينر لون اسود,42.5,3,127.5,20260131
سوبر كيدز ليف ان كونديشنر 250 مل,115,1,115,20260131
فرشاة موهير دوارة,650,1,650,20260131
فرشاة موهير دوارة,390,1,390,20260131
يوكو ملح حليب 300 جرام,50,3,150,20260131
ذا بدي شوب سبلاش 100 مل اوريجينال,80,2,160,20260131
نونو زيت للجسم 200 مل,110,1,110,20260131
لوزان شامبو و بلسم 1 لتر,65,1,65,20260131
ليفين شاور جل 750 مل,85,1,85,20260131
كلينك مناديل ازالة مكياج 133 قطعة,47,1,47,20260131
بلوب اكسجين 1 لتر,40,2,80,20260131
مخمرية روائح متنوعة,40,1,40,20260131
كيكو اكلادور 18 مل,14.5,5,72.5,20260131
زوي اكلادور 18 مل,9,3,27,20260131
دوف بديل الزيت 300 مل,108,1,108,20260131
نيفيا سوفت كريم 100 مل,44,2,88,20260131
غارنييه مزيل مكياج للبشرة الحساسة 400 مل,221,1,221,20260131
غارنييه مزيل مكياج بحمض الساليسيليك للبشرة المعرضة للحبوب 400 مل,245,1,245,20260131
نيفيا كريم مرطب علبة زرقاء 60 مل,44,2,88,20260131
بليس ليف ان انبوبة للشعر الكيرلي 200 مل,52,1,52,20260131
كوكو صبغة شعر,70,3,210,20260131
شان سيكا A+ كريم 40 جرام,170,1,170,20260131
سلينجينا شامبو ضد القشرة 120 مل,72,1,72,20260131
شان بدي ميلك بدون رائحة 300 مل,136,1,136,20260131
ستارفيل رول اون بدون رائحة 60 مل,95,1,95,20260131
ستارفيل مناديل مبللة لازالة المكياج 50 منديل,85,1,85,20260131
شان كريم مرطب لليدين 60 جرام,68,2,136,20260131
جليسوليد لوشن للجسم 200 مل,54,1,54,20260131
غارنييه مزيل مكياج فيتامين سي 100 مل,81,1,81,20260131
غارنييه مزيل مكياج بالزيت 100 مل,88,1,88,20260131
شان سيرم اظافر 4 مل,109,1,109,20260131
دوف شامبو 400 مل,140,1,140,20260131
ار كيو برفان 30 مل,90,1,90,20260131
جليسوليد سوفت كريم 100 مل,35.5,3,106.5,20260131
فرشاة ظهر خشب,42.5,3,127.5,20260131
مايت سينما مسكرة ووتر بروف ULTRA BLACK,52,3,156,20260131
فرشاة  مسكرة,0.5,100,50,20260131
يارا مسك طهارة,45,1,45,20260131
اليس بايو سوفت قطن 70 ق,34,2,68,20260131
الوفيرا جل صبار 250 مل,15,3,45,20260131
فريدا شاور جل 1200 مل,116,2,232,20260131
